Date;Amount;Category;Subcategory;Payment Method;Description;Ref/Check No;Payee/Payer;Status;Receipt Picture;Account;Tag;Tax;Quantity;Split Total;Row Id;Type Id
01.08.2017;-312.0;Food;;Cash;килька яблоки;;;Uncleared;;Personal Expense;;;1 PCS;;1711;
03.08.2017;-645.0;Entertainment;Other;Cash;колбаса и сыр;;;Uncleared;;Personal Expense;;;1 PCS;;1712;
03.08.2017;-1571.0;Entertainment;Other;Cash;для приезда леси;;;Uncleared;;Personal Expense;;;1 PCS;;1713;
05.08.2017;-2000.0;Other;;Cash;подарок надеичу;;;Uncleared;;Personal Expense;;;1 PCS;;1714;
05.08.2017;-519.0;Entertainment;Bar;Cash;пиво и др;;;Uncleared;;Personal Expense;;;1 PCS;;1715;
05.08.2017;-100.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1716;
05.08.2017;-568.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1717;
05.08.2017;-62.0;Entertainment;Other;Cash;мороженое;;;Uncleared;;Personal Expense;;;1 PCS;;1718;
06.08.2017;-1720.0;Entertainment;Cafe;Cash;в кафе с надеичем;;;Uncleared;;Personal Expense;;;1 PCS;;1719;
06.08.2017;6000.0;Advance payment;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1720;
07.08.2017;-134.0;Food;;Cash;сок;;;Uncleared;;Personal Expense;;;1 PCS;;1721;
09.08.2017;-500.0;Entertainment;Other;Cash;раскрутка групп;;;Uncleared;;Personal Expense;;;1 PCS;;1722;
09.08.2017;-506.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1723;
11.08.2017;-887.0;Entertainment;Other;Cash;еда Лесе;;;Uncleared;;Personal Expense;;;1 PCS;;1724;
11.08.2017;-500.0;Entertainment;Other;Cash;камикадзе;;;Uncleared;;Personal Expense;;;1 PCS;;1725;
11.08.2017;-100.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1726;
11.08.2017;-55.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1727;
11.08.2017;-440.0;Travel;Bus;Cash;москва;;;Uncleared;;Personal Expense;;;1 PCS;;1728;
11.08.2017;-60.0;Entertainment;Other;Cash;тархун;;;Uncleared;;Personal Expense;;;1 PCS;;1729;
11.08.2017;-120.0;Travel;Bus;Cash;в домодедово;;;Uncleared;;Personal Expense;;;1 PCS;;1730;
11.08.2017;-55.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1731;
13.08.2017;-296.0;Entertainment;Bar;Cash;пиво;;;Uncleared;;Personal Expense;;;1 PCS;;1732;
13.08.2017;-32.0;Health Care;Other;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1733;
13.08.2017;-458.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1734;
15.08.2017;-235.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1735;
16.08.2017;-478.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1736;
16.08.2017;4000.0;Excursion;;Cash;администрация;;;Uncleared;;Personal Expense;;;1 PCS;;1737;
17.08.2017;6000.0;Scholarship;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1738;
18.08.2017;800.0;Excursion;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1739;
18.08.2017;-234.0;Entertainment;Bar;Cash;сыр косич;;;Uncleared;;Personal Expense;;;1 PCS;;1740;
19.08.2017;-479.0;Entertainment;Party;Cash;др;;;Uncleared;;Personal Expense;;;1 PCS;;1741;
19.08.2017;-35.0;Entertainment;Other;Cash;квас;;;Uncleared;;Personal Expense;;;1 PCS;;1742;
19.08.2017;-96.0;Food;;Cash;арбуз;;;Uncleared;;Personal Expense;;;1 PCS;;1743;
19.08.2017;-213.0;Entertainment;Bar;Cash;пиво и фанта;;;Uncleared;;Personal Expense;;;1 PCS;;1744;
21.08.2017;-168.0;Food;;Cash;арбуз;;;Uncleared;;Personal Expense;;;1 PCS;;1745;
21.08.2017;-230.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1746;
22.08.2017;-548.0;Entertainment;Bar;Cash;пиво и рыба;;;Uncleared;;Personal Expense;;;1 PCS;;1747;
23.08.2017;-282.0;Food;;Cash;для супа;;;Uncleared;;Personal Expense;;;1 PCS;;1748;
24.08.2017;-195.0;Food;;Cash;арбуз;;;Uncleared;;Personal Expense;;;1 PCS;;1749;
24.08.2017;-568.0;Entertainment;Other;Cash;вкусньшии;;;Uncleared;;Personal Expense;;;1 PCS;;1750;
26.08.2017;-256.0;Entertainment;Bar;Cash;пиво;;;Uncleared;;Personal Expense;;;1 PCS;;1751;
26.08.2017;-368.0;Entertainment;Bar;Cash;для пива;;;Uncleared;;Personal Expense;;;1 PCS;;1752;
26.08.2017;-262.0;Entertainment;Bar;Cash;сыр;;;Uncleared;;Personal Expense;;;1 PCS;;1753;
26.08.2017;-403.0;Entertainment;Bar;Cash;пиво и к пиву;;;Uncleared;;Personal Expense;;;1 PCS;;1754;
27.08.2017;6866.0;Salary;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1755;
28.08.2017;-311.0;Food;;Cash;еда;;;Uncleared;;Personal Expense;;;1 PCS;;1756;
29.08.2017;-2196.0;Food;;Cash;корм для кота;;;Uncleared;;Personal Expense;;;1 PCS;;1757;
29.08.2017;-562.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1758;
01.09.2017;-677.0;Food;;Cash;овощи на закрутки;;;Uncleared;;Personal Expense;;;1 PCS;;1759;
01.09.2017;-998.0;Food;;Cash;пельмени и овощи на закрутки;;;Uncleared;;Personal Expense;;;1 PCS;;1760;
02.09.2017;-725.0;Food;;Cash;перец и арбузы;;;Uncleared;;Personal Expense;;;1 PCS;;1761;
02.09.2017;-769.0;Food;;Cash;специи, батарейки, мороженое;;;Uncleared;;Personal Expense;;;1 PCS;;1762;
03.09.2017;-196.0;Food;;Cash;томаты;;;Uncleared;;Personal Expense;;;1 PCS;;1763;
03.09.2017;-415.0;Food;;Cash;специи;;;Uncleared;;Personal Expense;;;1 PCS;;1764;
03.09.2017;-168.0;Food;;Cash;перец чили и кольцо;;;Uncleared;;Personal Expense;;;1 PCS;;1765;
04.09.2017;-214.0;Food;;Cash;арбузы йогурт;;;Uncleared;;Personal Expense;;;1 PCS;;1766;
04.09.2017;-3015.0;Other;;Cash;материальная помощь каналу личное мнение;;;Uncleared;;Personal Expense;;;1 PCS;;1767;
05.09.2017;-505.0;Food;;Cash;томаты, соус, перец;;;Uncleared;;Personal Expense;;;1 PCS;;1768;
05.09.2017;-315.0;Shopping;Tools;Cash;овощирезка;;;Uncleared;;Personal Expense;;;1 PCS;;1769;
06.09.2017;6000.0;Advance payment;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1770;
07.09.2017;-661.0;Food;;Cash;чеснок, крышки, машинка закат, йогурт, мясные шарики;;;Uncleared;;Personal Expense;;;1 PCS;;1771;
08.09.2017;-13.0;Food;;Cash;хлеб;;;Uncleared;;Personal Expense;;;1 PCS;;1772;
08.09.2017;-110.0;Food;;Cash;сосиски;;;Uncleared;;Personal Expense;;;1 PCS;;1773;
08.09.2017;-166.0;Food;;Cash;пирожное и адреналин;;;Uncleared;;Personal Expense;;;1 PCS;;1774;
08.09.2017;-588.0;Food;;Cash;соки, огурцы, шоколад;;;Uncleared;;Personal Expense;;;1 PCS;;1775;
09.09.2017;2000.0;Excursion;;Cash;вокруг света;;;Uncleared;;Personal Expense;;;1 PCS;;1776;
09.09.2017;-888.0;Food;;Cash;сахар еда;;;Uncleared;;Personal Expense;;;1 PCS;;1777;
11.09.2017;-733.0;Food;;Cash;сахар и еда;;;Uncleared;;Personal Expense;;;1 PCS;;1778;
12.09.2017;-940.0;Shopping;Clothes;Cash;штаны;;;Uncleared;;Personal Expense;;;1 PCS;;1779;
13.09.2017;670.0;Salary;;Cash;школа астрономия;;;Uncleared;;Personal Expense;;;1 PCS;;1780;
13.09.2017;-301.0;Entertainment;Bar;Cash;вино и еда;;;Uncleared;;Personal Expense;;;1 PCS;;1781;
14.09.2017;-318.0;Entertainment;Cafe;Cash;сок и пицца;;;Uncleared;;Personal Expense;;;1 PCS;;1782;
15.09.2017;-113.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1783;
15.09.2017;-210.0;Travel;Bus;Cash;в москву;;;Uncleared;;Personal Expense;;;1 PCS;;1784;
15.09.2017;-93.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1785;
15.09.2017;-105.0;Entertainment;Other;Cash;жвачка и адренал;;;Uncleared;;Personal Expense;;;1 PCS;;1786;
15.09.2017;-319.0;Entertainment;Cafe;Cash;еда в москве;;;Uncleared;;Personal Expense;;;1 PCS;;1787;
16.09.2017;-650.0;Entertainment;Bar;Cash;еда и пиво кацивели;;;Uncleared;;Personal Expense;;;1 PCS;;1788;
17.09.2017;-1200.0;Entertainment;Other;Cash;аквапарк;;;Uncleared;;Personal Expense;;;1 PCS;;1789;
18.09.2017;-246.0;Entertainment;Cafe;Cash;еда в столовой крым;;;Uncleared;;Personal Expense;;;1 PCS;;1790;
19.09.2017;-2145.0;Entertainment;Bar;Cash;вино;;;Uncleared;;Personal Expense;;;1 PCS;;1791;
20.09.2017;-700.0;Entertainment;Bar;Cash;вино и колбаса;;;Uncleared;;Personal Expense;;;1 PCS;;1792;
20.09.2017;-124.0;Health Care;Medical;Cash;в нос;;;Uncleared;;Personal Expense;;;1 PCS;;1793;
22.09.2017;-40.0;Entertainment;Cafe;Cash;магнит;;;Uncleared;;Personal Expense;;;1 PCS;;1794;
23.09.2017;-328.0;Health Care;Medical;Cash;таблетки;;;Uncleared;;Personal Expense;;;1 PCS;;1795;
23.09.2017;-100.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1796;
23.09.2017;-189.0;Entertainment;Other;Cash;еда в мск;;;Uncleared;;Personal Expense;;;1 PCS;;1797;
25.09.2017;-220.0;Travel;Bus;Cash;из москвы;;;Uncleared;;Personal Expense;;;1 PCS;;1798;
25.09.2017;-35.0;Food;;Cash;вода;;;Uncleared;;Personal Expense;;;1 PCS;;1799;
25.09.2017;-369.0;Entertainment;Cafe;Cash;кфс;;;Uncleared;;Personal Expense;;;1 PCS;;1800;
25.09.2017;-189.0;Entertainment;Cafe;Cash;еда в мск;;;Uncleared;;Personal Expense;;;1 PCS;;1801;
26.09.2017;-372.0;Travel;Bus;Cash;в алексеевку;;;Uncleared;;Personal Expense;;;1 PCS;;1802;
27.09.2017;10255.0;Salary;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1803;
30.09.2017;-790.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1804;
30.09.2017;-1217.0;Shopping;Presents;Cash;подарок кате;;;Uncleared;;Personal Expense;;;1 PCS;;1805;
30.09.2017;-82.0;Food;;Cash;йогурт;;;Uncleared;;Personal Expense;;;1 PCS;;1806;
30.09.2017;-516.0;Shopping;Home;Cash;фильтры для воды;;;Uncleared;;Personal Expense;;;1 PCS;;1807;
01.10.2017;-54.0;Food;;Cash;картошка;;;Uncleared;;Personal Expense;;;1 PCS;;1808;
01.10.2017;-258.0;Shopping;Other;Cash;пленка;;;Uncleared;;Personal Expense;;;1 PCS;;1809;
02.10.2017;-139.0;Food;;Cash;фарш;;;Uncleared;;Personal Expense;;;1 PCS;;1810;
02.10.2017;-948.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1811;
02.10.2017;-208.0;Entertainment;Other;Cash;к чаю;;;Uncleared;;Personal Expense;;;1 PCS;;1812;
02.10.2017;-86.0;Food;;Cash;кукуруза;;;Uncleared;;Personal Expense;;;1 PCS;;1813;
02.10.2017;-383.0;Entertainment;Bar;Cash;вино;;;Uncleared;;Personal Expense;;;1 PCS;;1814;
05.10.2017;6000.0;Advance payment;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1815;
05.10.2017;-695.0;Entertainment;Other;Cash;оливки, чипсы, пена, арбуз;;;Uncleared;;Personal Expense;;;1 PCS;;1816;
05.10.2017;-342.0;Entertainment;Other;Cash;сыр, перец, имбирь;;;Uncleared;;Personal Expense;;;1 PCS;;1817;
06.10.2017;-344.0;Food;;Cash;фарш;;;Uncleared;;Personal Expense;;;1 PCS;;1818;
06.10.2017;-423.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1819;
07.10.2017;-120.0;Travel;Bus;Cash;в Серпухов;;;Uncleared;;Personal Expense;;;1 PCS;;1820;
07.10.2017;-164.0;Travel;Bus;Cash;из Серпухова;;;Uncleared;;Personal Expense;;;1 PCS;;1821;
07.10.2017;-1758.0;Shopping;Tools;Cash;масленка, ступка;;;Uncleared;;Personal Expense;;;1 PCS;;1822;
07.10.2017;-680.0;Shopping;Clothes;Cash;штаны Лесе;;;Uncleared;;Personal Expense;;;1 PCS;;1823;
08.10.2017;-398.0;Entertainment;Bar;Cash;пиво, фрукты, чай;;;Uncleared;;Personal Expense;;;1 PCS;;1824;
09.10.2017;-557.0;Food;;Cash;еда;;;Uncleared;;Personal Expense;;;1 PCS;;1825;
09.10.2017;-1307.0;Food;;Cash;мясо;;;Uncleared;;Personal Expense;;;1 PCS;;1826;
10.10.2017;-157.0;Entertainment;Bar;Cash;пиво;;;Uncleared;;Personal Expense;;;1 PCS;;1827;
10.10.2017;-516.0;Entertainment;Bar;Cash;мороженое, пиво;;;Uncleared;;Personal Expense;;;1 PCS;;1828;
12.10.2017;-450.0;Food;;Cash;сок, рыба, батон;;;Uncleared;;Personal Expense;;;1 PCS;;1829;
12.10.2017;-265.0;Entertainment;Other;Cash;мясо;;;Uncleared;;Personal Expense;;;1 PCS;;1830;
12.10.2017;-158.0;Entertainment;Bar;Cash;пиво;;;Uncleared;;Personal Expense;;;1 PCS;;1831;
14.10.2017;-694.0;Food;;Cash;сыр, мыло, молоко, туалет.б, и др.;;;Uncleared;;Personal Expense;;;1 PCS;;1832;
15.10.2017;-3000.0;Shopping;Devices;Cash;диодные лампы;;;Uncleared;;Personal Expense;;;1 PCS;;1833;
15.10.2017;-159.0;Entertainment;Other;Cash;салат из водорослей;;;Uncleared;;Personal Expense;;;1 PCS;;1834;
16.10.2017;-163.0;Food;;Cash;батон, киль, сахар, ролт;;;Uncleared;;Personal Expense;;;1 PCS;;1835;
17.10.2017;-389.0;Food;;Cash;миринда, апельсины, лимоны, семечки, батон;;;Uncleared;;Personal Expense;;;1 PCS;;1836;
17.10.2017;-1500.0;Entertainment;Other;Cash;семинар;;;Uncleared;;Personal Expense;;;1 PCS;;1837;
18.10.2017;-300.0;Utilities;Phone;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1838;
18.10.2017;-210.0;Entertainment;Other;Cash;буженина, каспаччо, шоколад;;;Uncleared;;Personal Expense;;;1 PCS;;1839;
18.10.2017;-202.0;Entertainment;Other;Cash;йогурт, творог;;;Uncleared;;Personal Expense;;;1 PCS;;1840;
18.10.2017;350.0;Different resources;;Cash;занятия в школе;;;Uncleared;;Personal Expense;;;1 PCS;;1841;
19.10.2017;-82.0;Travel;Bus;Cash;в серп;;;Uncleared;;Personal Expense;;;1 PCS;;1842;
19.10.2017;-1279.0;Entertainment;Bar;Cash;чипсы, водка, пель,;;;Uncleared;;Personal Expense;;;1 PCS;;1843;
19.10.2017;-250.0;Entertainment;Bar;Cash;пиво;;;Uncleared;;Personal Expense;;;1 PCS;;1844;
21.10.2017;-276.0;Entertainment;Other;Cash;соки, газ;;;Uncleared;;Personal Expense;;;1 PCS;;1845;
21.10.2017;-100.0;Shopping;Home;Cash;зацепки для штор;;;Uncleared;;Personal Expense;;;1 PCS;;1846;
22.10.2017;-87.0;Entertainment;Other;Cash;печенье;;;Uncleared;;Personal Expense;;;1 PCS;;1847;
22.10.2017;-200.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1848;
23.10.2017;-82.0;Travel;Bus;Cash;Серпухов;;;Uncleared;;Personal Expense;;;1 PCS;;1849;
23.10.2017;-82.0;Travel;Bus;Cash;пущино;;;Uncleared;;Personal Expense;;;1 PCS;;1850;
23.10.2017;-82.0;Travel;Bus;Cash;в Серпухов;;;Uncleared;;Personal Expense;;;1 PCS;;1851;
23.10.2017;-855.0;Shopping;Cleaning products;Cash;шампуни;;;Uncleared;;Personal Expense;;;1 PCS;;1852;
24.10.2017;-505.0;Food;;Cash;томаты, сыр, хлеб;;;Uncleared;;Personal Expense;;;1 PCS;;1853;
24.10.2017;-320.0;Food;;Cash;йогурт и масло;;;Uncleared;;Personal Expense;;;1 PCS;;1854;
25.10.2017;-62.0;Food;;Cash;йогурт;;;Uncleared;;Personal Expense;;;1 PCS;;1855;
26.10.2017;-82.0;Travel;Bus;Cash;в Серпухов;;;Uncleared;;Personal Expense;;;1 PCS;;1856;
26.10.2017;-82.0;Travel;Bus;Cash;из Серпухова;;;Uncleared;;Personal Expense;;;1 PCS;;1857;
27.10.2017;6865.0;Salary;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1858;
27.10.2017;256133.0;Grands;;Cash;проект пульсары;;;Uncleared;;Personal Expense;;;1 PCS;;1859;
27.10.2017;-500.0;Travel;Taxi;Cash;такси в Серпухове;;;Uncleared;;Personal Expense;;;1 PCS;;1860;
27.10.2017;-2000.0;Entertainment;Other;Cash;дракино;;;Uncleared;;Personal Expense;;;1 PCS;;1861;
27.10.2017;-328.0;Travel;Taxi;Cash;в серп и из серпа дракино;;;Uncleared;;Personal Expense;;;1 PCS;;1862;
27.10.2017;-1290.0;Entertainment;Cafe;Cash;пиццерия;;;Uncleared;;Personal Expense;;;1 PCS;;1863;
28.10.2017;-437.0;Entertainment;Other;Cash;фрукты и имбирь;;;Uncleared;;Personal Expense;;;1 PCS;;1864;
28.10.2017;-559.0;Health Care;Other;Cash;презервативы и семена;;;Uncleared;;Personal Expense;;;1 PCS;;1865;
29.10.2017;-621.0;Entertainment;Other;Cash;мороженое и рыба;;;Uncleared;;Personal Expense;;;1 PCS;;1866;
30.10.2017;-953.0;Food;;Cash;пиво, вода, сливки, пельмени, хлеб, бритва;;;Uncleared;;Personal Expense;;;1 PCS;;1867;
30.10.2017;-60.0;Travel;Bus;Cash;Серпухов;;;Uncleared;;Personal Expense;;;1 PCS;;1868;
01.11.2017;-640.0;Shopping;Devices;Cash;переходник;;;Uncleared;;Personal Expense;;;1 PCS;;1869;
02.11.2017;-145.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1870;
02.11.2017;-1111.0;Health Care;Medical;Cash;аспирин, витамины;;;Uncleared;;Personal Expense;;;1 PCS;;1871;
02.11.2017;-188.0;Food;;Cash;хлеб, хурма, мандарины;;;Uncleared;;Personal Expense;;;1 PCS;;1872;
03.11.2017;-220.0;Travel;Bus;Cash;в москву;;;Uncleared;;Personal Expense;;;1 PCS;;1873;
03.11.2017;-220.0;Travel;Bus;Cash;из москвы;;;Uncleared;;Personal Expense;;;1 PCS;;1874;
03.11.2017;-640.0;Shopping;Presents;Cash;подарок рафу. книга;;;Uncleared;;Personal Expense;;;1 PCS;;1875;
03.11.2017;-70.0;Travel;Underground;Cash;метро;;;Uncleared;;Personal Expense;;;1 PCS;;1876;
03.11.2017;2000.0;Different resources;;Cash;лекция в школе;;;Uncleared;;Personal Expense;;;1 PCS;;1877;
04.11.2017;-180.0;Shopping;Devices;Cash;переходник;;;Uncleared;;Personal Expense;;;1 PCS;;1878;
04.11.2017;-416.0;Food;;Cash;кетчуп, патисоны, хлеб, лук;;;Uncleared;;Personal Expense;;;1 PCS;;1879;
06.11.2017;6000.0;Advance payment;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1880;
06.11.2017;-261.0;Entertainment;Other;Cash;сироп и хлеб на др;;;Uncleared;;Personal Expense;;;1 PCS;;1881;
06.11.2017;-279.0;Food;;Cash;яйца, вода, томаты;;;Uncleared;;Personal Expense;;;1 PCS;;1882;
07.11.2017;-1487.0;Food;;Cash;молоко,соки, сыры, сосиски, яйца;;;Uncleared;;Personal Expense;;;1 PCS;;1883;
08.11.2017;-190.0;Entertainment;Other;Cash;обед в обсерватории;;;Uncleared;;Personal Expense;;;1 PCS;;1884;
10.11.2017;-35.0;Food;;Cash;майонез;;;Uncleared;;Personal Expense;;;1 PCS;;1885;
10.11.2017;-571.0;Food;;Cash;тушенка, хлеб, томаты, яйца, хурма;;;Uncleared;;Personal Expense;;;1 PCS;;1886;
11.11.2017;-82.0;Travel;Bus;Cash;Серпухов;;;Uncleared;;Personal Expense;;;1 PCS;;1887;
11.11.2017;-82.0;Travel;Bus;Cash;пущино;;;Uncleared;;Personal Expense;;;1 PCS;;1888;
11.11.2017;-100.0;Entertainment;Other;Cash;сосиски;;;Uncleared;;Personal Expense;;;1 PCS;;1889;
11.11.2017;-82.0;Travel;Bus;Cash;в серп;;;Uncleared;;Personal Expense;;;1 PCS;;1890;
11.11.2017;-82.0;Travel;Bus;Cash;в пущино;;;Uncleared;;Personal Expense;;;1 PCS;;1891;
13.11.2017;-377.0;Entertainment;Other;Cash;сыр, колбаса, творог;;;Uncleared;;Personal Expense;;;1 PCS;;1892;
13.11.2017;-836.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1893;
15.11.2017;-200.0;Food;;Cash;наполнитель, хлеб;;;Uncleared;;Personal Expense;;;1 PCS;;1894;
15.11.2017;-140.0;Entertainment;Other;Cash;кола;;;Uncleared;;Personal Expense;;;1 PCS;;1895;
15.11.2017;-1163.0;Food;;Cash;корм коту;;;Uncleared;;Personal Expense;;;1 PCS;;1896;
16.11.2017;600.0;Different resources;;Cash;школа;;;Uncleared;;Personal Expense;;;1 PCS;;1897;
17.11.2017;-1001.0;Food;;Cash;разное для дома;;;Uncleared;;Personal Expense;;;1 PCS;;1898;
18.11.2017;-7038.0;Entertainment;Other;Cash;лук;;;Uncleared;;Personal Expense;;;1 PCS;;1899;
18.11.2017;-1307.0;Entertainment;Other;Cash;стрелы;;;Uncleared;;Personal Expense;;;1 PCS;;1900;
19.11.2017;-405.0;Entertainment;Other;Cash;колбаса и сыр;;;Uncleared;;Personal Expense;;;1 PCS;;1901;
19.11.2017;-500.0;Other;;Cash;подушка как подарок для лены;;;Uncleared;;Personal Expense;;;1 PCS;;1902;
19.11.2017;-400.0;Travel;Bus;Cash;в серп и обратно;;;Uncleared;;Personal Expense;;;1 PCS;;1903;
19.11.2017;-321.0;Entertainment;Other;Cash;газ, молоко, хлеб, семечки;;;Uncleared;;Personal Expense;;;1 PCS;;1904;
21.11.2017;6000.0;Excursion;;Cash;московская школа;;;Uncleared;;Personal Expense;;;1 PCS;;1905;
21.11.2017;-460.0;Entertainment;Other;Cash;сыр и плюшки;;;Uncleared;;Personal Expense;;;1 PCS;;1906;
21.11.2017;-351.0;Food;;Cash;мясо;;;Uncleared;;Personal Expense;;;1 PCS;;1907;
21.11.2017;-1453.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1908;
23.11.2017;-1528.0;Shopping;Book;Cash;книги по питону;;;Uncleared;;Personal Expense;;;1 PCS;;1909;
25.11.2017;-589.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1910;
26.11.2017;-280.0;Entertainment;Bar;Cash;пиво;;;Uncleared;;Personal Expense;;;1 PCS;;1911;
26.11.2017;-127.0;Entertainment;Bar;Cash;чипсы;;;Uncleared;;Personal Expense;;;1 PCS;;1912;
27.11.2017;6866.0;Salary;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1913;
27.11.2017;-532.0;Shopping;Cleaning products;Cash;чистяшие средства;;;Uncleared;;Personal Expense;;;1 PCS;;1914;
28.11.2017;-781.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1915;
29.11.2017;-586.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1916;
30.11.2017;-200.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1917;
01.12.2017;-4000.0;Health Care;Dental;Cash;пломбировка каналов;;;Uncleared;;Personal Expense;;;1 PCS;;1918;
02.12.2017;-117.0;Food;;Cash;бананы, авокадо;;;Uncleared;;Personal Expense;;;1 PCS;;1919;
02.12.2017;-626.0;Food;;Cash;мясо;;;Uncleared;;Personal Expense;;;1 PCS;;1920;
02.12.2017;-364.0;Food;;Cash;каши и хлеб;;;Uncleared;;Personal Expense;;;1 PCS;;1921;
02.12.2017;2000.0;Excursion;;Cash;ф 9;;;Uncleared;;Personal Expense;;;1 PCS;;1922;
03.12.2017;-440.0;Travel;Bus;Cash;в москву;;;Uncleared;;Personal Expense;;;1 PCS;;1923;
03.12.2017;-219.0;Entertainment;Cafe;Cash;в кфс;;;Uncleared;;Personal Expense;;;1 PCS;;1924;
03.12.2017;-1034.0;Entertainment;Cafe;Cash;кфс с пахой;;;Uncleared;;Personal Expense;;;1 PCS;;1925;
04.12.2017;-4475.0;Household;Communal payment;Cash;квартплата;;;Uncleared;;Personal Expense;;;1 PCS;;1926;
05.12.2017;6000.0;Advance payment;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1927;
05.12.2017;-3000.0;Health Care;Dental;Cash;пломба;;;Uncleared;;Personal Expense;;;1 PCS;;1928;
06.12.2017;-302.0;Food;;Cash;молоко, хлеб, крупы;;;Uncleared;;Personal Expense;;;1 PCS;;1929;
07.12.2017;-588.0;Entertainment;Bar;Cash;вино;;;Uncleared;;Personal Expense;;;1 PCS;;1930;
07.12.2017;-127.0;Food;;Cash;сыр;;;Uncleared;;Personal Expense;;;1 PCS;;1931;
07.12.2017;-70.0;Food;;Cash;майонез;;;Uncleared;;Personal Expense;;;1 PCS;;1932;
09.12.2017;-337.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1933;
10.12.2017;-46.0;Food;;Cash;бананы;;;Uncleared;;Personal Expense;;;1 PCS;;1934;
10.12.2017;-1028.0;Entertainment;Bar;Cash;ликер Бехеровка;;;Uncleared;;Personal Expense;;;1 PCS;;1935;
10.12.2017;-1455.0;Health Care;Medical;Cash;лекарства лесе;;;Uncleared;;Personal Expense;;;1 PCS;;1936;
11.12.2017;-480.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1937;
12.12.2017;-119.0;Food;;Cash;кефир;;;Uncleared;;Personal Expense;;;1 PCS;;1938;
15.12.2017;-462.0;Food;;Cash;хлеб, молоко, яблоки, мандарины;;;Uncleared;;Personal Expense;;;1 PCS;;1939;
15.12.2017;-217.0;Entertainment;Other;Cash;мороженое, сосиски;;;Uncleared;;Personal Expense;;;1 PCS;;1940;
16.12.2017;-670.0;Other;;Cash;подарок наташе;;;Uncleared;;Personal Expense;;;1 PCS;;1941;
16.12.2017;-530.0;Health Care;Other;Cash;шампунь лесе;;;Uncleared;;Personal Expense;;;1 PCS;;1942;
16.12.2017;-109.0;Health Care;Other;Cash;лесе;;;Uncleared;;Personal Expense;;;1 PCS;;1943;
19.12.2017;-346.0;Food;;Cash;;;;Uncleared;;Personal Expense;;;1 PCS;;1944;
19.12.2017;-328.0;Entertainment;Other;Cash;колбаса;;;Uncleared;;Personal Expense;;;1 PCS;;1945;
20.12.2017;-744.0;Food;;Cash;чука, молоко, кекс, нагецы, горошек;;;Uncleared;;Personal Expense;;;1 PCS;;1946;
20.12.2017;-335.0;Health Care;Medical;Cash;лесе от ангины;;;Uncleared;;Personal Expense;;;1 PCS;;1947;
